Ссылка,Имя врача,Сумма Стаж,Специальность,Ученая степень,Работает в клиниках,Сумма Отзывов,Сумма Рейтинг
https://prodoctorov.ru/moskva/vrach/86000-karnuta/otzivi/,Карнута Галина Григорьевна,30,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,Стационар «РЖД-Медицина» на Ставропольской,2,0.37
https://prodoctorov.ru/moskva/vrach/86021-yurkova/otzivi/,Юркова Татьяна Евгеньевна,30,Гастроэнтеролог,высшая категория; к.м.н.,Стационар «РЖД-Медицина» на Ставропольской,4,0
https://prodoctorov.ru/moskva/vrach/861660-mamieva/otzivi/,Мамиева Зарина Ахсарбековна,8,Гастроэнтеролог,высшая категория; к.м.н.,Клиника внутренних болезней Василенко; «МедСвисс» на Тверском бульваре,0,0
https://prodoctorov.ru/moskva/vrach/861666-yaralieva/otzivi/,Яралиева Изабела Бремовна,11,"Терапевт, врач УЗИ, гастроэнтеролог",к.м.н.,«ГорКлиника в Перово» (ранее ГС клиника); «Клиника Бибирево» на Плещеева (ранее «Премиум клиник»); Больница им. Плетнёва (ранее ГКБ 57),25,1
https://prodoctorov.ru/moskva/vrach/861697-mustafina/otzivi/,Мустафина Галия Салеховна,29,"Терапевт, гастроэнтеролог",первая категория,Клиника «Медикал Стар»; Клиника «Медси» на Благовещенском переулке,12,0.9
https://prodoctorov.ru/moskva/vrach/862160-burcev/otzivi/,Бурцев Кирилл Юрьевич,12,Гастроэнтеролог,к.м.н.,Клиника «Медси» на Ленинской Слободе,2,0.12
https://prodoctorov.ru/moskva/vrach/862173-sambrano/otzivi/,Самбрано Бонилья Яндри,9,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Красной Пресне,4,0.77
https://prodoctorov.ru/moskva/vrach/862452-soboleva/otzivi/,Соболева Ольга Сергеевна,8,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Ленинском,9,0.73
https://prodoctorov.ru/moskva/vrach/862461-lohmatov/otzivi/,Лохматов Дмитрий Владимирович,9,"Терапевт, гастроэнтеролог",к.м.н.,Клиника «Семейная»; Клиника «Медси» на Покрышкина,2,0.53
https://prodoctorov.ru/moskva/vrach/862646-rogozhkina/otzivi/,Рогожкина Галина Ивановна,32,Гастроэнтеролог,к.м.н.,"«Скандинавский центр здоровья»; Медицинский центр «Инвитро» на Ленинградском проспекте, 60А",15,0.59
https://prodoctorov.ru/moskva/vrach/862823-alieva/otzivi/,Алиева Алия Махмудовна,9,Гастроэнтеролог,первая категория,Клиника «Медси» на Пречистенке,9,0.9
https://prodoctorov.ru/moskva/vrach/862848-mamedzade/otzivi/,Мамедзаде Фейзаханым Магомедовна,8,Гастроэнтеролог,к.м.н.,Медицинский центр «Лапино Сити»; Клиника «Медси» на Рублевском шоссе; Клиника «Медси» на Пречистенке,0,0
https://prodoctorov.ru/moskva/vrach/86303-stankov/otzivi/,Станков Николай Владимирович,16,"Гастроэнтеролог, терапевт",высшая категория,«Лечебный Центр» на Тимура Фрунзе,5,0.02
https://prodoctorov.ru/moskva/vrach/863121-matveeva/otzivi/,Матвеева Юлия Евгеньевна,26,"Гастроэнтеролог, эндоскопист",высшая категория; к.м.н.,«Поликлиника.ру» на Крутицком Валу; Больница им. Демихова на Шкулева (ранее ГКБ №68) (на ремонте),3,0.7
https://prodoctorov.ru/moskva/vrach/863446-minaeva/otzivi/,Минаева Анна Константиновна,8,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Зеленом проспекте; Клиника «Медси» на Первомайской,1,0.27
https://prodoctorov.ru/moskva/vrach/86370-burkov/otzivi/,Бурков Сергей Геннадьевич,50,Гастроэнтеролог,высшая категория; д.м.н.,Поликлиника №3 Управления делами Президента РФ,0,0
https://prodoctorov.ru/moskva/vrach/864918-bespalova/otzivi/,Беспалова Валерия Вячеславовна,25,Гастроэнтеролог,к.м.н.,«Реутов Клиника»; «Он Клиник» на Воронцовской 8,0,0
https://prodoctorov.ru/moskva/vrach/86515-gudilova/otzivi/,Гудилова Юлия Юрьевна,24,"Гастроэнтеролог, гепатолог",высшая категория,«Он Клиник» на Воронцовской 8,16,0.72
https://prodoctorov.ru/moskva/vrach/865400-sosnina/otzivi/,Соснина Александра Олеговна,9,"Терапевт, гастроэнтеролог",к.м.н.,Клиника «Наше время»; Университетская клиника РУДН им. В.В. Виноградова (ранее Больница №64),1,0.27
https://prodoctorov.ru/moskva/vrach/86542-petrova/otzivi/,Петрова Наталья Николаевна,31,Гастроэнтеролог,к.м.н.,«МедСвисс» на Малом Толмачевском переулке,5,0.36
https://prodoctorov.ru/moskva/vrach/86548-ponomareva/otzivi/,Пономарева Алла Васильевна,41,"Гастроэнтеролог, диетолог",высшая категория,«Он Клиник» на Новом Арбате,12,0.6
https://prodoctorov.ru/moskva/vrach/86554-rumyancev/otzivi/,Румянцев Виталий Григорьевич,50,Гастроэнтеролог,профессор,«Он Клиник» на Парке Культуры,53,0.74
https://prodoctorov.ru/moskva/vrach/865890-voloshyaynikova/otzivi/,Волошейникова Татьяна Васильевна,46,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Красной Пресне,1,0
https://prodoctorov.ru/moskva/vrach/866591-lakeeva/otzivi/,Лакеева Татьяна Сергеевна,15,"Эндокринолог, врач общей практики (семейный врач), гастроэнтеролог, терапевт",высшая категория,Клиника «Диамед» Митино; Центр паллиативной помощи на Двинцев; Медицинский центр «Омега-сервис» на Вознесенской,3,0.65
https://prodoctorov.ru/moskva/vrach/866714-taranenko/otzivi/,Тараненко Ольга Валерьевна,23,Гастроэнтеролог,д.м.н.,Хоспис №1,0,0
https://prodoctorov.ru/moskva/vrach/867036-evseeva/otzivi/,Евсеева (Бекташева) Екатерина Олеговна,9,Гастроэнтеролог,вторая категория,«Клиника Фомина» на Мичуринском,7,0.59
https://prodoctorov.ru/moskva/vrach/867499-zaveryuha/otzivi/,Заверюха Артём Борисович,17,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,Клиника «Столица» на Бабушкинской,5,0.5
https://prodoctorov.ru/moskva/vrach/86904-surkov/otzivi/,Сурков Андрей Николаевич,21,Гастроэнтеролог,к.м.н.,«Клиника Фомина» на Мичуринском; Клиника «МедикПрофи» на проспекте Путина; Детская клиника «МедикПрофи» на ​проспекте Мохаммеда Али,4,0.23
https://prodoctorov.ru/moskva/vrach/86967-skripchenko/otzivi/,Скрипченко Наталья Даниловна,28,"Гастроэнтеролог, диетолог",к.м.н.,Медицинский центр «Пангея»; Поликлиника №2 Управления делами Президента РФ,22,0.96
https://prodoctorov.ru/moskva/vrach/86968-smirnov/otzivi/,Смирнов Андрей Валерьевич,28,Гастроэнтеролог,высшая категория,Поликлиника №2 Минэкономразвития,16,0.81
https://prodoctorov.ru/moskva/vrach/87067-leonov/otzivi/,Леонов Вячеслав Михайлович,21,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,44,0.16
https://prodoctorov.ru/moskva/vrach/87200-alferova/otzivi/,Алферова Елена Владимировна,46,Гастроэнтеролог,высшая категория,Клиника «Имма» в Строгино,9,0.63
https://prodoctorov.ru/moskva/vrach/87270-enenkova/otzivi/,Ененкова Елена Алексеевна,38,Гастроэнтеролог,профессор,«СМ-Клиника» на Красной; «СМ-Стоматология» на Войковской,6,0.43
https://prodoctorov.ru/moskva/vrach/87277-zagrebina/otzivi/,Загребина Екатерина Александровна,20,"Гастроэнтеролог, гепатолог",к.м.н.,Клиника «H-Clinic»; «СМ-Клиника» на Войковской (пр-д Старопетровский),9,0.8
https://prodoctorov.ru/moskva/vrach/87360-nalbandyan/otzivi/,Налбандян Лариса Михайловна,35,Гастроэнтеролог,к.м.н.,«СМ-Клиника» на ВДНХ,7,0.27
https://prodoctorov.ru/moskva/vrach/87387-pilchuk/otzivi/,Пильчук Елена Владимировна,37,"Гастроэнтеролог, гепатолог",к.м.н.,«СМ-Клиника» на Сенежской,10,0.42
https://prodoctorov.ru/moskva/vrach/87426-solnceva/otzivi/,Солнцева Вера Николаевна,40,"Гастроэнтеролог, гепатолог",к.м.н.,«СМ-Клиника» на Сенежской,8,0
https://prodoctorov.ru/moskva/vrach/87435-tashmatova/otzivi/,Ташматова Аксана Андреевна,24,"Гастроэнтеролог, эндоскопист",высшая категория; к.м.н.,«СМ-Клиника» на Текстильщиках; «Центр мозга и нейротехнологий»,10,0
https://prodoctorov.ru/moskva/vrach/874855-efremova/otzivi/,Родимова Ирина Вячеславовна,8,"Гастроэнтеролог, гепатолог",первая категория,Клиника «К+31» на Лобачевского,1,0.46
https://prodoctorov.ru/moskva/vrach/875362-delyukina/otzivi/,Делюкина Ольга Вадимовна,24,"Гастроэнтеролог, гепатолог, детский гастроэнтеролог, детский гепатолог",высшая категория; к.м.н.,«ЛД-клиника»,17,0.82
https://prodoctorov.ru/moskva/vrach/875567-zhukovskaya/otzivi/,Жуковская Татьяна Аскольдовна,36,"Фтизиатр, врач общей практики (семейный врач), гастроэнтеролог, детский гастроэнтеролог, детский кардиолог, детский пульмонолог, кардиолог, психотерапевт, пульмонолог, терапевт",высшая категория; к.м.н.,«Клиника Кожухово» (ранее «Клиника доктора Тарасовой»); Медицинский центр «ММС» на Автозаводской; «Медицинский центр на Воронцовской»,14,0.98
https://prodoctorov.ru/moskva/vrach/876691-carkova/otzivi/,Царькова Лидия Валентиновна,54,"Терапевт, врач общей практики (семейный врач), гастроэнтеролог",высшая категория,«МедСемья» Орехово; «Медикал Клаб» в Кузьминках,2,0.49
https://prodoctorov.ru/moskva/vrach/876992-musaeva/otzivi/,Мусаева Алина Фарвазовна,19,"Терапевт, гастроэнтеролог, кардиолог",высшая категория; к.м.н.,Клиника «Здоровье» на Варшавской; Медицинский центр «Реал Мед»,0,0
https://prodoctorov.ru/moskva/vrach/877738-barbashinova/otzivi/,Барбашинова Юлия Владимировна,25,"Гастроэнтеролог, нутрициолог, эндокринолог",к.м.н.,«ЛОР центр доктора Столярова»,0,0
https://prodoctorov.ru/moskva/vrach/878162-chirkina/otzivi/,Чиркина Яна Александровна,26,"Гастроэнтеролог, нарколог, психиатр, терапевт",первая категория,«Медквадрат» в Куркино; «Алкоклиник» на Алтуфьевском; Наркологическая клиника «Угодие»,19,0.99
https://prodoctorov.ru/moskva/vrach/878664-kuzmina/otzivi/,Семёнова (Кузьмина) Екатерина Владимировна,5,"Гастроэнтеролог, терапевт",вторая категория,Больница «Медси» Отрадное; Медицинский центр «Правильное лечение»; Больница №71 (ГКБ им. Жадкевича),15,0.97
https://prodoctorov.ru/moskva/vrach/880585-filina/otzivi/,Филина Диана Сергеевна,8,"Гастроэнтеролог, гепатолог",высшая категория,Московский клинический научный центр (МКНЦ) на Павлова,0,0
https://prodoctorov.ru/moskva/vrach/881399-sadykov/otzivi/,Садыков Рустем Фанисович,34,"Гастроэнтеролог, диетолог",к.м.н.,Клиника «Иммунохелс»,10,0.7
https://prodoctorov.ru/moskva/vrach/881496-shtyka/otzivi/,Штыка Оксана Олеговна,27,Гастроэнтеролог,к.м.н.,Клиника «Медси» на Авиационной,4,0.21
https://prodoctorov.ru/moskva/vrach/881970-babanova/otzivi/,Егорова (Бабанова) Александра Валерьевна,7,Гастроэнтеролог,д.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,0,0
https://prodoctorov.ru/moskva/vrach/882011-makarenko/otzivi/,Макаренко Анастасия Федоровна,7,Гастроэнтеролог,первая категория,«Клиника ОМС» (ранее «Доктор Рядом на Шипиловской»); «Клиника ОМС» на Большой Академической,2,0.6
https://prodoctorov.ru/moskva/vrach/882077-molodkina/otzivi/,Молодкина Мария Александровна,9,Гастроэнтеролог,к.м.н.,Клиника «Медси» на Гамалеи,20,0.97
https://prodoctorov.ru/moskva/vrach/882130-marzoeva/otzivi/,Марзоева Диана Маирбековна,8,Гастроэнтеролог,к.м.н.,«Поликлиника.ру» на м. Красные Ворота,6,0.84
https://prodoctorov.ru/moskva/vrach/886023-svist/otzivi/,Свист Наталья Витальевна,19,"Кардиолог, врач УЗИ, гастроэнтеролог, терапевт, физиотерапевт",первая категория,Клиника «МедВитро» на Ильинском; Клиника «Будь Здоров» на Неманском проезде (ранее «Экомед»),5,0.79
https://prodoctorov.ru/moskva/vrach/886169-guryanova/otzivi/,Гурьянова Ирина Юрьевна,8,Гастроэнтеролог,к.м.н.,«МедСвисс» на Бескудниковском бульваре,3,0.62
https://prodoctorov.ru/moskva/vrach/886311-buzin/otzivi/,Бузин Сергей Сергеевич,20,Гастроэнтеролог,к.м.н.,«СМ-Клиника» на Текстильщиках,1,0.29
https://prodoctorov.ru/moskva/vrach/887836-medvedeva/otzivi/,Медведева Ангелина Сергеевна,10,"Гастроэнтеролог, гепатолог, диетолог, терапевт",высшая категория; к.м.н.,Клиника нервных болезней им. Кожевникова; Клиника нефрологии Тареева; Больница им. Давыдовского (ГКБ 23 на Таганке),2,0.63
https://prodoctorov.ru/moskva/vrach/888904-kirikova/otzivi/,Кирикова Людмила Борисовна,11,Гастроэнтеролог,высшая категория; д.м.н.,Больница Боткина (Боткинская больница); Клиника «Медик Сити» на Савеловской,0,0
https://prodoctorov.ru/moskva/vrach/889090-vyrova/otzivi/,Вырова Юлия Викторовна,28,Гастроэнтеролог,к.м.н.,Поликлиника «Газпром» на Наметкина,0,0
https://prodoctorov.ru/moskva/vrach/889230-gurzhiy/otzivi/,Гуржий Ольга Николаевна,28,"Травматолог, врач общей практики (семейный врач), гастроэнтеролог, дерматолог, невролог, ортопед, реабилитолог, терапевт, физиотерапевт, фтизиатр, хирург",высшая категория; к.м.н.,«Клиника Кожухово» (ранее «Клиника доктора Тарасовой»); Медицинский центр «ММС» на Автозаводской; Клиника «Чертаново»,17,0.64
https://prodoctorov.ru/moskva/vrach/889505-shmeleva/otzivi/,Шмелева Ольга Леонидовна,28,"Диетолог, гастроэнтеролог",высшая категория,Клиника «Медси» на Солянке,33,0.99
https://prodoctorov.ru/moskva/vrach/889856-kashirina/otzivi/,Каширина Юлия Александровна,10,"Педиатр, гастроэнтеролог, детский гастроэнтеролог, детский нефролог, нефролог",высшая категория; д.м.н.,Клиника «Доктор Анна» на Миклухо-Маклая; Российская детская больница,0,0
https://prodoctorov.ru/moskva/vrach/890057-rumyanceva/otzivi/,Румянцева Диана Евгеньевна,12,Гастроэнтеролог,к.м.н.,Клиника внутренних болезней Василенко,0,0
https://prodoctorov.ru/moskva/vrach/890076-popova/otzivi/,Попова Ирина Романовна,47,Гастроэнтеролог,д.м.н.,Клиника внутренних болезней Василенко,1,0.34
https://prodoctorov.ru/moskva/vrach/890080-mironov/otzivi/,Миронов Сергей Валерьевич,32,"Терапевт, гастроэнтеролог",высшая категория,Клиника внутренних болезней Василенко,1,0
https://prodoctorov.ru/moskva/vrach/891106-leontev/otzivi/,Леонтьев Сергей Игоревич,24,"Гастроэнтеролог, детский гастроэнтеролог",к.м.н.,«Астери-Мед» в Перово; «Поликлиника на улице Строителей»,0,0
https://prodoctorov.ru/moskva/vrach/891837-lahtovskaya/otzivi/,Лахтовская Наталья Николаевна,22,"Терапевт, гастроэнтеролог",к.м.н.,Клиника «Имма» на Юго-Западной; Клиника «Имма» в Строгино; Поликлиника МНОЦ МГУ,4,0.63
https://prodoctorov.ru/moskva/vrach/893031-belyaeva/otzivi/,Лебедкина (Беляева) Анастасия Михайловна,6,Гастроэнтеролог,к.м.н.,Клиника «Медси» на Солянке,5,0.12
https://prodoctorov.ru/moskva/vrach/894032-kalandiya/otzivi/,Каландия Майя Ревазовна,9,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Благовещенском переулке,3,0
https://prodoctorov.ru/moskva/vrach/897192-nurgalieva/otzivi/,Нургалиева Римма Хасановна,43,Гастроэнтеролог,к.м.н.,«ГорКлиника в Зюзино»,52,0.98
https://prodoctorov.ru/moskva/vrach/898461-truhmanova/otzivi/,Трухманова Анна Юрьевна,34,Гастроэнтеролог,высшая категория,Поликлиника лечебно-реабилитационного центра; Лечебно-реабилитационный центр (ЛРЦ) Минздрава России,2,0.43
https://prodoctorov.ru/moskva/vrach/900036-latiy/otzivi/,Латий Владимир Владимирович,5,"Терапевт, гастроэнтеролог",к.м.н.,«Клиника доктора Жито»; Поликлиника №1 Управления делами Президента РФ,1,0.4
https://prodoctorov.ru/moskva/vrach/900411-zinin/otzivi/,Зинин Олег Федорович,22,"Гастроэнтеролог, терапевт",к.м.н.,Медицинский центр «К Медицина»,7,0.83
https://prodoctorov.ru/moskva/vrach/904171-smirnova/otzivi/,Смирнова Ольга Андреевна,13,Гастроэнтеролог,к.м.н.,«Международный институт психосоматического здоровья»; Московский клинический научный центр (МКНЦ) на Новогиреевской,0,0
https://prodoctorov.ru/moskva/vrach/905530-abdulova/otzivi/,Абдулова Земфира Валерьевна,7,Гастроэнтеролог,к.м.н.,«ПолиКлиника Отрадное» на Алтуфьевском; «СМ-Клиника» на ВДНХ,1,0.34
https://prodoctorov.ru/moskva/vrach/907484-bolotina/otzivi/,Болотина Татьяна Александровна,28,"Гастроэнтеролог, гепатолог, детский гастроэнтеролог, детский гепатолог",к.м.н.,"Клиника «Hello, Doc!»; Клиника «Медси» на Белорусской",15,0.88
https://prodoctorov.ru/moskva/vrach/907624-aleksinyuk/otzivi/,Алексеюк Надежда Геннадьевна,6,"Педиатр, гастроэнтеролог",к.м.н.,«Q Клиника» на Гарибальди (Лаборатория «ЛабКвест»); Детская поликлиника №38 на Фрунзенской (ранее ДП №35),15,0.99
https://prodoctorov.ru/moskva/vrach/907869-ivanova/otzivi/,Иванова Марина Алексеевна,28,"Гастроэнтеролог, терапевт",к.м.н.,Медицинский центр «ЛеоМед»; Клиника «Медикал Тестс»,17,0.99
https://prodoctorov.ru/moskva/vrach/909204-cahilova/otzivi/,Цахилова Алина Олеговна,6,Гастроэнтеролог,первая категория,Медицинский центр «ЮниКлиник»; «СМ-Клиника» на Новочеремушкинской,17,0.88
https://prodoctorov.ru/moskva/vrach/909306-ivanova/otzivi/,Иванова Марина Николаевна,6,Гастроэнтеролог,высшая категория,Клиника «К+31 Запад» на Оршанской,4,0.64
https://prodoctorov.ru/moskva/vrach/909356-trofimovskaya/otzivi/,Трофимовская Наталья Игоревна,6,"Гастроэнтеролог, гепатолог",высшая категория,«Медицинский центр доктора Александровского»; Диагностический центр 1 МГМУ Сеченова; Клиника «ДокДети» («ДокМед») на Цветном,7,0.86
https://prodoctorov.ru/moskva/vrach/910403-kalandiya/otzivi/,Каландия Шота Гуливерович,6,"Гастроэнтеролог, гепатолог, терапевт",профессор,«СМ-Клиника» на 2-й Звенигородской,3,0.58
https://prodoctorov.ru/moskva/vrach/910575-shishonok/otzivi/,Шишонок Светлана Павловна,7,Гастроэнтеролог,к.м.н.,Клиника «Медси» на улице Перерва,10,0.93
https://prodoctorov.ru/moskva/vrach/910846-arzamascev/otzivi/,Арзамасцев Евгений Николаевич,15,"Диетолог, гастроэнтеролог, нутрициолог",высшая категория; к.м.н.,Клиника «Медфрендс»; Клиника «Ерино»,3,0.67
https://prodoctorov.ru/moskva/vrach/910867-zobnina/otzivi/,Зобнина Марина Александровна,10,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Дмитровском шоссе; Клиника «Медси» на Дубнинской,0,0
https://prodoctorov.ru/moskva/vrach/911048-gapenko/otzivi/,Гапенко Олег Константинович,31,Гастроэнтеролог,высшая категория; к.м.н.,«Семейный доктор» №15 на Бакунинской,3,0
https://prodoctorov.ru/moskva/vrach/913774-ozdoeva/otzivi/,Оздоева Хава Борисовна,7,"Аллерголог, врач общей практики (семейный врач), гастроэнтеролог",к.м.н.,«МедлайН Сервис» Текстильщики; Амбулатория совхоза им. Ленина,2,0.17
https://prodoctorov.ru/moskva/vrach/915877-nalegach/otzivi/,Налегач Татьяна Владимировна,8,"Гастроэнтеролог, терапевт",к.м.н.,«ГорКлиника в Зюзино»; «Бест Клиник» на Красносельской,18,1
https://prodoctorov.ru/moskva/vrach/916135-rabochaya/otzivi/,Рабочая Вита Владимировна,11,"Терапевт, гастроэнтеролог",высшая категория,"Клиника «Имма» на Алексеевской; Поликлиника №2 на Юбилейной, 26",4,0.5
https://prodoctorov.ru/moskva/vrach/919239-aydiev/otzivi/,Айдиев Айды Магомед-Тагирович,6,"Эндоскопист, гастроэнтеролог",к.м.н.,Клиника «Добромед» на Коровинском шоссе; КДЦ на Лобненской (Поликлиника),1,0
https://prodoctorov.ru/moskva/vrach/923012-mosina/otzivi/,Мосина Маргарита Игоревна,13,"Гастроэнтеролог, гепатолог",к.м.н.,Клиника «Медси» на Федосьино,38,0.98
https://prodoctorov.ru/moskva/vrach/924517-voroshilova/otzivi/,Ворошилова Ксения Александровна,6,Гастроэнтеролог,к.м.н.,«СМ-Клиника» на Ярцевской,1,0.34
https://prodoctorov.ru/moskva/vrach/924668-zelenenko/otzivi/,Зелененко Татьяна Михайловна,36,Гастроэнтеролог,высшая категория,Поликлиника №3 МВД на Хомутовском тупике,0,0
https://prodoctorov.ru/moskva/vrach/926124-mustafaeva/otzivi/,Мустафаева Камила Шакировна,8,Гастроэнтеролог,к.м.н.,Клиника «Альфа-Центр Здоровья»,2,0.44
https://prodoctorov.ru/moskva/vrach/92618-starostina/otzivi/,Старостина Екатерина Евгеньевна,14,"Гастроэнтеролог, гепатолог",к.м.н.,Клиника нефрологии Тареева,15,0.94
https://prodoctorov.ru/moskva/vrach/926306-shakirova/otzivi/,Шакирова Анжелика Николаевна,25,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Твое здоровье»,1,0.32
https://prodoctorov.ru/moskva/vrach/926805-fomin/otzivi/,Фомин Александр Васильевич,42,"Гастроэнтеролог, гепатолог",к.м.н.,Клиника «CMD» на Текстильщиках; Клиника «Первый Доктор»,24,0.87
https://prodoctorov.ru/moskva/vrach/926959-gorbacheva/otzivi/,Горбачева Анна Владимировна,7,Гастроэнтеролог,высшая категория,Диагностический центр №6 на Дмитровском шоссе,0,0
https://prodoctorov.ru/moskva/vrach/926962-malacheva/otzivi/,Малачева Мадинат Иразхановна,6,Гастроэнтеролог,к.м.н.,Диагностический центр №6 на Дмитровском шоссе,0,0
https://prodoctorov.ru/moskva/vrach/927075-pogudina/otzivi/,Погудина Мария Вадимовна,25,Гастроэнтеролог,высшая категория; к.м.н.,КДЦ № 12,0,0
https://prodoctorov.ru/moskva/vrach/927570-kolantaenko/otzivi/,Калантаенко Виталий Юрьевич,21,"Эндоскопист, гастроэнтеролог",высшая категория; к.м.н.,Клиника «ЦЭЛТ»; Областная больница; «ГастроЦентр»,23,0
https://prodoctorov.ru/moskva/vrach/927623-titova/otzivi/,Титова Екатерина Геннадьевна,9,Гастроэнтеролог,д.м.н.,Клиника «Медекс» на Кутузовском 32; Клиника «Медекс» на Кутузовском 34,1,0.34
https://prodoctorov.ru/moskva/vrach/927837-ivanova/otzivi/,Иванова Светлана Олеговна,35,"Терапевт, гастроэнтеролог",первая категория,Клиника «ГолденМед» в Лопатино (ранее «Карта здоровья»); Клиника «ГолденМед» в Битце,0,0
https://prodoctorov.ru/moskva/vrach/928122-carkova/otzivi/,Царькова Ирина Григорьевна,44,Гастроэнтеролог,к.м.н.,«Клиника доктора Зубаревой»,2,0.14
https://prodoctorov.ru/moskva/vrach/928621-akaeva/otzivi/,Акаева Светлана Владимировна,7,Гастроэнтеролог,вторая категория,«СМ-Клиника» на Войковской (пр-д Старопетровский); «СМ-Клиника» на Декабристов,3,0.68
https://prodoctorov.ru/moskva/vrach/929087-nurmatov/otzivi/,Нурматов Шавкат Шарибжанович,29,"Гастроэнтеролог, врач общей практики (семейный врач)",высшая категория,«GMS Clinic» на Садовнической,4,0.48
https://prodoctorov.ru/moskva/vrach/929259-sokolova/otzivi/,Соколова Ольга Николаевна,7,"Гастроэнтеролог, детский гастроэнтеролог",высшая категория; к.м.н.,«Нутрисол Клиник»; Клиника «А-Медика»,14,0.78
https://prodoctorov.ru/moskva/vrach/929525-kokoreva/otzivi/,Кокорева Алена Станиславовна,15,Гастроэнтеролог,к.м.н.,Медицинский центр «ГлавВрач»; «РЖД-Медицина» в поселке Киевский; Медицинский центр «Ваше Здоровье»,4,0.74
https://prodoctorov.ru/moskva/vrach/930091-musaeva/otzivi/,Мусаева Хабизат Дибиргаджиевна,7,Гастроэнтеролог,к.м.н.,«Клиника Фомина» на Мичуринском; «Клиника Фомина» на Скандинавском бульваре,11,0.97
https://prodoctorov.ru/moskva/vrach/930203-golovchenko/otzivi/,Головченко Георгий Викторович,6,Гастроэнтеролог,высшая категория,Клиника «Будь Здоров» на Сущевском валу,0,0
https://prodoctorov.ru/moskva/vrach/930330-barsukova/otzivi/,Барсукова Наталья Александровна,16,Гастроэнтеролог,к.м.н.,«Клиника ОМС» на Большой Академической,0,0
https://prodoctorov.ru/moskva/vrach/930334-roshina/otzivi/,Рощина Ксения Михайловна,8,"Гастроэнтеролог, эндоскопист",первая категория; к.м.н.,Поликлиника №62 на Планетной; Больница МОНИКИ,2,0.52
https://prodoctorov.ru/moskva/vrach/930374-dyneva/otzivi/,Дынева Мирамгуль Есенгельдыевна,10,"Аллерголог, гастроэнтеролог, иммунолог",к.м.н.,Медицинский центр «Хороший Доктор»; Клиника «Реформация»; Клиника «Доктор Мезо»,42,1
https://prodoctorov.ru/moskva/vrach/931755-vasileva/otzivi/,Васильева Ольга Валериевна,23,"Терапевт, гастроэнтеролог",профессор,«Андреевские больницы - Неболит» на Ленинском проспекте,1,0.29
https://prodoctorov.ru/moskva/vrach/931830-artykova/otzivi/,Артыкова Гузель Бахадуровна,6,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Павлова,0,0
https://prodoctorov.ru/moskva/vrach/931876-dashkina/otzivi/,Дашкина Нурия Адгямовна,13,Гастроэнтеролог,профессор,Московский клинический научный центр (МКНЦ) на Павлова,12,0.81
https://prodoctorov.ru/moskva/vrach/931877-dyrdaeva/otzivi/,Дырдаева Алёна Сергеевна,6,Гастроэнтеролог,первая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Павлова,4,0.47
https://prodoctorov.ru/moskva/vrach/931927-makarova/otzivi/,Макарова Юлия Алексеевна,7,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Павлова,5,0.44
https://prodoctorov.ru/moskva/vrach/932157-anosova/otzivi/,Аносова Виктория Витальевна,7,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,0,0
https://prodoctorov.ru/moskva/vrach/932517-kulakov/otzivi/,Кулаков Дмитрий Сергеевич,8,Гастроэнтеролог,д.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской; КДЦ «Измайловский»,0,0
https://prodoctorov.ru/moskva/vrach/932567-sagidov/otzivi/,Сагидов Абдурагим Магомедович,7,Гастроэнтеролог,к.м.н.,Клиника «Ребенок и семья»; Клиника «МЦДК»; Поликлиника №22 филиал №5 (ранее ГП №106),11,0.79
https://prodoctorov.ru/moskva/vrach/932617-polyakova/otzivi/,Полякова Вера Васильевна,7,Гастроэнтеролог,высшая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,8,0.85
https://prodoctorov.ru/moskva/vrach/932658-hopyorskaya/otzivi/,Хопёрская Ксения Николаевна,8,Гастроэнтеролог,высшая категория,Московский клинический научный центр (МКНЦ) на Новогиреевской,0,0
https://prodoctorov.ru/moskva/vrach/934356-dmitrochenko/otzivi/,Дмитроченко Лина Дмитриевна,10,"Терапевт, гастроэнтеролог, кардиолог",высшая категория,«Major Clinic» на Международной; Госпиталь «Медскан на Яузе» (ранее Клинический госпиталь на Яузе),12,0.91
